"","Player","Year","gamenum","Tm","opponent","ovrvalueadded","clutchvalueadded"
"1","Brian Brohm",2009,15,"BUF","ATL",-1.54,0
"2","Brian Brohm",2010,16,"BUF","NYJ",-2.56,0
