"","Player","Year","gamenum","Tm","opponent","ovrvalueadded","clutchvalueadded"
"1","Aaron Brooks",2006,2,"OAK","BAL",-0.57,0
"2","Aaron Brooks",2006,13,"OAK","CIN",-2.17,0
"3","Aaron Brooks",2006,12,"OAK","HOU",-1.99,0
"4","Aaron Brooks",2006,10,"OAK","KAN",-0.21,0.17
"5","Aaron Brooks",2006,14,"OAK","STL",-1.78,0
"6","Aaron Brooks",2006,1,"OAK","SDG",-2.11,0
"7","Aaron Brooks",2006,11,"OAK","SDG",-1.93,-0.92
"8","Aaron Brooks",2006,16,"OAK","NYJ",-1.99,0
